time,open,high,low,close,volume
2025-06-05 00:00:00,10000.0,10003.49,9998.86,10000.47,61
2025-06-05 00:01:00,10008.65,10009.47,10005.43,10009.17,111
2025-06-05 00:02:00,10008.51,10014.14,10007.8,10012.32,209
2025-06-05 00:03:00,10009.27,10015.35,10006.17,10009.49,280
2025-06-05 00:04:00,10012.53,10013.78,10008.93,10011.95,225
2025-06-05 00:05:00,10022.3,10031.86,10014.57,10019.99,76
2025-06-05 00:06:00,10030.72,10036.56,10025.01,10034.53,86
2025-06-05 00:07:00,10034.62,10040.08,10024.67,10031.01,55
2025-06-05 00:08:00,10030.75,10032.53,10024.86,10025.51,111
2025-06-05 00:09:00,10031.13,10031.71,10022.51,10023.06,112
2025-06-05 00:10:00,10029.94,10034.1,10022.78,10026.83,212
2025-06-05 00:11:00,10028.99,10037.91,10027.39,10037.58,53
2025-06-05 00:12:00,10028.18,10028.77,10019.08,10019.5,74
2025-06-05 00:13:00,10031.27,10038.51,10023.91,10026.72,124
2025-06-05 00:14:00,10032.09,10039.87,10029.68,10031.34,243
2025-06-05 00:15:00,10043.03,10044.17,10035.85,10041.64,155
2025-06-05 00:16:00,10042.97,10049.33,10038.93,10043.86,58
2025-06-05 00:17:00,10048.95,10058.52,10043.55,10051.09,282
2025-06-05 00:18:00,10045.54,10049.69,10043.35,10043.42,224
2025-06-05 00:19:00,10042.68,10045.27,10039.17,10041.05,108
2025-06-05 00:20:00,10044.08,10052.82,10040.19,10041.98,242
2025-06-05 00:21:00,10047.09,10051.21,10037.9,10038.34,273
2025-06-05 00:22:00,10039.91,10041.89,10030.06,10034.07,59
2025-06-05 00:23:00,10036.89,10040.44,10028.73,10033.67,55
2025-06-05 00:24:00,10052.03,10061.87,10043.62,10056.52,266
2025-06-05 00:25:00,10059.2,10067.99,10056.42,10058.48,78
2025-06-05 00:26:00,10061.67,10071.61,10060.74,10064.62,237
2025-06-05 00:27:00,10064.71,10069.09,10060.47,10068.03,105
2025-06-05 00:28:00,10068.5,10070.96,10064.15,10067.15,139
2025-06-05 00:29:00,10068.85,10074.14,10061.42,10070.8,221
2025-06-05 00:30:00,10064.21,10071.78,10056.1,10060.93,220
2025-06-05 00:31:00,10067.53,10070.5,10064.21,10064.76,119
2025-06-05 00:32:00,10065.48,10070.43,10057.64,10058.69,111
2025-06-05 00:33:00,10061.99,10069.51,10054.27,10067.41,199
2025-06-05 00:34:00,10065.47,10069.75,10057.87,10059.98,142
2025-06-05 00:35:00,10067.93,10068.68,10065.04,10066.23,219
2025-06-05 00:36:00,10062.31,10064.44,10060.9,10062.63,244
2025-06-05 00:37:00,10058.08,10063.51,10057.65,10062.13,129
2025-06-05 00:38:00,10062.47,10068.15,10061.75,10067.96,270
2025-06-05 00:39:00,10063.55,10063.63,10056.05,10059.66,160
2025-06-05 00:40:00,10066.28,10069.84,10066.21,10067.64,133
2025-06-05 00:41:00,10069.8,10073.31,10067.25,10068.1,298
2025-06-05 00:42:00,10076.87,10083.05,10067.95,10068.43,112
2025-06-05 00:43:00,10075.09,10077.0,10070.01,10070.89,85
2025-06-05 00:44:00,10073.08,10082.15,10064.59,10072.09,203
2025-06-05 00:45:00,10076.15,10085.64,10075.28,10079.67,190
2025-06-05 00:46:00,10071.37,10078.61,10062.62,10076.76,119
2025-06-05 00:47:00,10067.74,10069.9,10064.84,10069.38,145
2025-06-05 00:48:00,10069.44,10075.14,10067.81,10068.49,129
2025-06-05 00:49:00,10065.87,10069.58,10065.42,10067.42,271
2025-06-05 00:50:00,10075.67,10085.48,10066.01,10076.84,274
2025-06-05 00:51:00,10077.56,10078.36,10073.34,10074.08,184
2025-06-05 00:52:00,10072.4,10073.13,10067.49,10068.42,82
2025-06-05 00:53:00,10066.42,10073.3,10061.47,10066.99,90
2025-06-05 00:54:00,10073.74,10083.29,10066.87,10076.64,107
2025-06-05 00:55:00,10071.13,10078.42,10064.05,10078.11,224
2025-06-05 00:56:00,10073.26,10081.85,10063.47,10071.67,263
2025-06-05 00:57:00,10069.96,10074.0,10062.3,10062.54,131
2025-06-05 00:58:00,10072.28,10078.98,10069.3,10070.51,243
2025-06-05 00:59:00,10074.43,10077.63,10071.03,10075.2,110
2025-06-05 01:00:00,10066.4,10066.73,10061.95,10066.5,273
2025-06-05 01:01:00,10060.18,10067.3,10053.88,10060.88,155
2025-06-05 01:02:00,10062.59,10063.64,10060.96,10062.3,255
2025-06-05 01:03:00,10060.62,10069.25,10056.6,10058.83,122
2025-06-05 01:04:00,10062.68,10064.38,10055.75,10058.51,234
2025-06-05 01:05:00,10060.1,10064.3,10059.91,10060.7,62
2025-06-05 01:06:00,10051.92,10057.51,10043.85,10052.77,76
2025-06-05 01:07:00,10048.52,10056.76,10047.81,10050.49,270
2025-06-05 01:08:00,10046.2,10050.64,10044.8,10047.82,180
2025-06-05 01:09:00,10057.75,10061.91,10053.35,10060.84,271
2025-06-05 01:10:00,10066.12,10069.37,10061.84,10065.23,281
2025-06-05 01:11:00,10070.33,10077.88,10063.14,10065.27,246
2025-06-05 01:12:00,10065.81,10068.11,10064.51,10067.24,288
2025-06-05 01:13:00,10064.02,10066.25,10056.77,10062.99,179
2025-06-05 01:14:00,10066.25,10066.56,10058.43,10066.01,296
2025-06-05 01:15:00,10075.8,10081.11,10075.39,10079.83,56
2025-06-05 01:16:00,10079.21,10085.46,10076.22,10085.31,115
2025-06-05 01:17:00,10085.02,10085.81,10075.26,10080.96,110
2025-06-05 01:18:00,10074.85,10084.6,10066.28,10075.39,212
2025-06-05 01:19:00,10062.51,10066.71,10055.76,10057.88,93
2025-06-05 01:20:00,10056.8,10059.39,10053.89,10056.56,64
2025-06-05 01:21:00,10056.17,10058.84,10048.94,10056.44,52
2025-06-05 01:22:00,10062.78,10068.98,10057.49,10068.55,287
2025-06-05 01:23:00,10062.92,10063.69,10055.17,10056.59,259
2025-06-05 01:24:00,10074.38,10076.87,10065.62,10065.98,51
2025-06-05 01:25:00,10069.77,10076.09,10064.39,10067.96,218
2025-06-05 01:26:00,10066.43,10075.83,10056.53,10061.54,123
2025-06-05 01:27:00,10071.6,10076.06,10068.98,10071.91,269
2025-06-05 01:28:00,10079.07,10084.07,10071.41,10074.84,240
2025-06-05 01:29:00,10077.96,10083.92,10077.32,10079.08,161
2025-06-05 01:30:00,10079.97,10083.88,10079.86,10082.1,58
2025-06-05 01:31:00,10079.92,10081.06,10073.01,10080.49,76
2025-06-05 01:32:00,10073.04,10074.24,10065.9,10068.72,258
2025-06-05 01:33:00,10070.34,10071.62,10060.41,10061.7,90
2025-06-05 01:34:00,10062.4,10064.34,10055.47,10064.14,259
2025-06-05 01:35:00,10072.45,10073.29,10067.88,10072.37,213
2025-06-05 01:36:00,10081.18,10086.03,10076.36,10084.92,231
2025-06-05 01:37:00,10078.66,10080.13,10073.9,10076.12,167
2025-06-05 01:38:00,10066.38,10076.01,10056.86,10073.62,295
2025-06-05 01:39:00,10062.12,10068.1,10053.01,10065.54,272
2025-06-05 01:40:00,10055.16,10064.84,10053.1,10053.21,98
2025-06-05 01:41:00,10054.46,10062.99,10053.75,10061.24,139
2025-06-05 01:42:00,10056.68,10061.26,10051.95,10060.03,235
2025-06-05 01:43:00,10061.76,10063.3,10053.4,10058.72,288
2025-06-05 01:44:00,10063.33,10065.95,10062.16,10063.52,51
2025-06-05 01:45:00,10066.65,10075.34,10064.97,10065.54,235
2025-06-05 01:46:00,10069.08,10076.94,10067.15,10075.69,270
2025-06-05 01:47:00,10070.61,10078.68,10064.54,10069.43,269
2025-06-05 01:48:00,10075.55,10077.19,10067.85,10073.06,124
2025-06-05 01:49:00,10086.06,10095.36,10076.88,10090.2,86
2025-06-05 01:50:00,10078.41,10087.44,10073.09,10086.96,156
2025-06-05 01:51:00,10079.27,10080.75,10073.55,10079.24,284
2025-06-05 01:52:00,10074.28,10081.5,10069.13,10079.26,96
2025-06-05 01:53:00,10076.1,10078.47,10071.14,10077.14,213
2025-06-05 01:54:00,10082.88,10086.56,10080.93,10084.79,71
2025-06-05 01:55:00,10078.83,10080.6,10074.36,10075.12,229
2025-06-05 01:56:00,10081.4,10083.37,10080.71,10082.42,243
2025-06-05 01:57:00,10069.48,10078.03,10065.67,10066.84,59
